country,name,original_name
DZ,SNVI
AR,ASA Aluminium Body
AR,Zanella
AR,Sero Electric
AU,ACE EV Group
AU,BCI Bus
AU,Borland Racing
AU,Bolwell
AU,Custom Bus
AU,Elfin Sports Cars
AU,Minetti Sports Cars
AU,Holden
AU,HSV
AU,Nota
AU,P&D Coachworks
AU,Volgren
AT,KTM
AT,Steyr
AT,Rosenbauer
AT,Tushek & Spigel
AZ,AzSamand
AZ,Ganja Auto Plant
AZ,Nakhchivan Automobile Plant
BY,BelAZ,БелАЗ
BY,BelGee
BY,Belkommunmash
BY,MAZ,МАЗ
BY,MoAZ,МоАЗ
BY,MZKT,МЗКТ
BY,Neman,Неман
BE,Edran
BE,Gillet
BE,Van Hool
BO,Quantum Motors
BR,Agrale
BR,Comil
BR,Grupo Caoa
BR,Chamonix NG Cars
BR,Carbuss
BR,Marcopolo
BR,Mascarello
BR,Neobus
BR,Puma
BR,TAC
BG,Litex
BG,SIN
CA,Bombardier
CA,Campagna
CA,Felino Corporation
CA,Intermeccanica
CA,INKAS
CA,Lion Electric Company
CA,Magnum Cars
CA,New Flyer
CA,Nova Bus
CA,Prevost
CA,Terradyne
CA,Vicinity Motor Corp.
CN,Arcfox
CN,Avatr
CN,Aion
CN,Aito
CN,Apex Motors
CN,Ankai
CN,Aiways
CN,BAIC
CN,Bio Auto
CN,Bonluck Bus
CN,Baojun
CN,Blaval
CN,Byvin
CN,BAW
CN,Bestune
CN,Brilliance
CN,BYD
CN,Changan
CN,Chana
CN,Changhe
CN,Ciimo
CN,Changfeng
CN,Cowin
CN,Chery
CN,Dongfeng
CN,Dadi
CN,Dayun
CN,Denza
CN,Englon
CN,E-Car
CN,Exeed
CN,EuAuto
CN,Everus
CN,Enovate (Enoreve)
CN,FAW
CN,Hongqi
CN,Foton
CN,Fuqi
CN,Firefly
CN,Forthing
CN,Fangchengbao
CN,GAC
CN,Geely
CN,Gonow
CN,Great Wall
CN,Gyon
CN,Henrey Automobile
CN,Hafei
CN,Haima
CN,Hanteng
CN,Hedmos
CN,Hawtai
CN,Haval
CN,Heibao
CN,Hycan
CN,Huaihai (Hoann)
CN,HuangHai
CN,Huazi
CN,HiPhi
CN,Higer
CN,Hozon
CN,Jetour
CN,Jiangling
CN,JMEV
CN,Jinbei
CN,Jonway
CN,Jaecoo
CN,Jiangnan
CN,JMC
CN,Jidu
CN,JAC
CN,Jetta
CN,JuneYao Auto
CN,Karry
CN,Kandi
CN,Kaiyi
CN,Kawei
CN,Knewstar
CN,KYC
CN,King Long
CN,ORA
CN,Omoda
CN,Orange
CN,Oshan
CN,Oting
CN,Polar Stone (Jishi)
CN,Punk
CN,iCar
CN,iCaur
CN,IM Motors (Zhiji)
CN,Landwind
CN,Leahead
CN,Lixiang
CN,Leapmotor
CN,Lynk & Co
CN,Letin
CN,Lifan
CN,Livan
CN,Lingxi
CN,Logem
CN,Luxeed
CN,Liebao Motor
CN,Maextro
CN,Mudan Auto
CN,Maxus
CN,Maple
CN,M-Hero
CN,Nio
CN,Nevo
CN,Nordcross
CN,Qoros
CN,Qiantu
CN,Qingling
CN,Roewe
CN,Ranz
CN,Radar
CN,Rox
CN,Rising Auto
CN,SAIC
CN,Sehol
CN,Soueast
CN,Spotlight Automotive
CN,Stelato
CN,Sunlong Bus
CN,Skyworth Auto
CN,Seres
CN,Shanghai Maple
CN,ShuangHuan
CN,Skywell
CN,SWM
CN,Skyworth
CN,Trumpchi
CN,Tank
CN,Tianma
CN,Tianye
CN,Wuling
CN,Weltmeister
CN,Voyah
CN,Venucia
CN,VGV
CN,Xpeng
CN,Xiaomi
CN,Xin Kai
CN,Yudo Auto
CN,Yutong
CN,Zhongtong Bus
CN,Zinoro
CN,Zotye
CN,Zeekr
CN,Zhido
CN,ZX
CN,WEY
CN,Xiamen Golden Dragon Bus
CN,Yangwang
CN,Yema
CN,Yipai
CN,ZX Auto
CO,Busscar de Colombia
CO,Sofasa
HR,DOK-ING
HR,Rimac
CZ,Skoda,Škoda
CZ,Tatra
CZ,Avia
CZ,Kaipan
CZ,MTX
CZ,Praga
CZ,Gordon
DK,Hydrema
DK,Zenvo
EC,Aymesa
EG,MCV Bus & Coach
ET,Marathon Motors Engineering
FI,Valmet Automotive
FI,Electric Raceabout
FI,Sisu Auto
FR,Aixam
FR,Alpine
FR,Auverland
FR,Bolloré
FR,Bugatti
FR,Citroen,Citroën
FR,Delage
FR,De La Chapelle
FR,DS
FR,Exagon
FR,Heuliez Bus
FR,Hopium
FR,Ligier
FR,Microcar
FR,Mobilize
FR,Matra
FR,Mega,Méga
FR,Navya SAS
FR,Peugeot
FR,PGO
FR,Power Vehicle Innovation
FR,Renault
FR,Renault Trucks
FR,SECMA
FR,Simca
FR,Venturi
FR,Facel Vega
GE,KAZ
DE,Adler
DE,Auto Union
DE,Alpina
DE,BMW
DE,Borgward
DE,Mercedes-Benz
DE,Messerschmitt
DE,BharatBenz
DE,Brabus
DE,FUSO
DE,Setra
DE,Smart
DE,Trabant
DE,Volkswagen
DE,Audi
DE,MAN
DE,Porsche
DE,Puch
DE,Apollo
DE,Artega
DE,Bitter
DE,Elaris
DE,e.GO
DE,Isdera
DE,Lotec
DE,Multicar
DE,Maybach
DE,Neoplan
DE,DKW
DE,Opel
DE,Goggomobil
DE,Hanomag
DE,Heinkel
DE,Horch
DE,Ruf
DE,Sono
DE,Wiesmann
DE,Wanderer
DE,Wartburg
GT,Rosmo
GH,Kantanka
GR,ELVO
GR,Keraboss
GR,Kioleides
GR,Korres
GR,Namco
GR,Replicar Hellas
GR,Temax
HU,Ikarus
HU,Raba,Rába
IS,Arctic Trucks
IN,Ajanta Group
IN,Ashok Leyland
IN,Asia MotorWorks
IN,Atul Auto
IN,Bajaj
IN,Eicher
IN,Force
IN,Hindustan
IN,ICML motors
IN,KAL
IN,Mahindra
IN,Maruti
IN,Ola Electric
IN,Omega Seiki Mobility
IN,Tara International
IN,Tata
IN,Premier
ID,Astra International
ID,Esemka
ID,Indomobil Group
ID,Pindad
IR,Azar Motor Industrial Co
IR,Bahman
IR,Diar
IR,Fath Vehicle Industries
IR,Iran Khodro
IR,Khodro Kaveer
IR,MVM
IR,Morattab
IR,SAIPA
IR,Zagross Khodro
IL,City Transformer
IL,Haargaz,Ha'argaz
IL,Merkavim
IL,REE Automotive
IL,Tomcar
IL,Zibar
IT,Abarth
IT,Autobianchi
IT,Alke,Alkè
IT,Astra
IT,Alfa Romeo
IT,Automobili Estrema
IT,Bremach
IT,Bertone
IT,Casalini
IT,Cizeta
IT,Covini
IT,Coggiola
IT,CTS
IT,De Tomaso
IT,DR
IT,Dallara
IT,Fiat
IT,Ferrari
IT,Iso
IT,Italdesign
IT,Iveco
IT,Lancia
IT,Lamborghini
IT,Maserati
IT,M.A.T
IT,Mazzanti
IT,Minardi
IT,Osca
IT,Pagani
IT,Piaggio
IT,Pininfarina
IT,Innocenti
IT,SCV Srl
IT,Tazzari
IT,Qvale
IT,Rayton Fissore
IT,XEV
IT,Zagato
JP,Acura
JP,Daihatsu
JP,Hino
JP,Honda
JP,Infiniti
JP,Isuzu
JP,Lexus
JP,Mazda
JP,Mitsubishi
JP,Mitsubishi Fuso
JP,Nissan
JP,Subaru
JP,Suzuki
JP,Toyota
JP,UD Trucks
JP,Aspark
JP,Dome
JP,Datsun
JP,GLM
JP,J-Bus
JP,Mitsuoka
JP,NMKV
JP,Tommykaira
KE,Cooper Motor Corporation
KE,Mobius Motors
LV,Baltijas Dzips
LV,Dartz
LV,Drive eO
LB,EV Electra
LB,W Motors
LU,MDI
MY,Bufori
MY,DefTech
MY,Inokom
MY,Naza
MY,Perodua
MY,Proton
MX,DINA
MX,Mastretta
MX,VUHL
MX,Zacua
MC,Venturi
MA,Laraki
MA,Neo Motors
MA,Somaca
MM,Shan Star
NL,Burton
NL,Carver
NL,DAF
NL,Dakar
NL,Donkervoort
NL,Spijkstaal
NL,Spyker
NL,Stellantis
NL,Vandenbrink
NL,VDL Bus & Coach
NL,Vencer
NZ,Almac
NZ,Anziel
NZ,Kiwi Bus Builders
NZ,Saker Cars
NZ,Trekka
NG,Innoson Motors
KP,Pyeonghwa Motors
KP,Sungri Motors
KP,Samsung
MK,FAS Sanos
NO,Think
PK,Sazgar
PK,ADAM
PK,United Auto Industries
PH,Almazora Motors
PH,Francisco Motors
PH,Del Monte Motors
PH,Sarao Motors
PL,AMZ
PL,Arrinera
PL,Autosan
PL,FSO
PL,FSR
PL,Jelcz
PL,Melex
PL,Solaris
PL,Solbus
PL,Ursus
PT,MOBIpeople
PT,Salvador Caetano
PT,Vinci
RO,Aro
RO,Dacia
RO,Astra Bus
RO,C&I Eurotrans XXI
RO,El Car
RO,Grivița
RO,ROMAN
RU,Aurus
RU,Apal
RU,Atom,Атом
RU,Avtokam,Автокам
RU,Amberavto,Амберавто
RU,Ambertruck
RU,Ambervan
RU,Bilenkin
RU,Lada,ЛАДА
RU,VAZ,ВАЗ
RU,Volga,Волга
RU,Vortex
RU,Oka,ОКА
RU,Sputnik,Спутник
RU,SMZ,СМЗ
RU,Derways
RU,DW Hower
RU,GAZ,ГАЗ
RU,KAvZ,КАвЗ
RU,LiAZ,ЛиАЗ
RU,PAZ,ПАЗ
RU,Promo Auto,Спортивные авто и реплики
RU,IG,Иж
RU,KAMAZ,КАМАЗ
RU,Kombat,Комбат
RU,NefAZ,НефАЗ
RU,Kombat Armouring
RU,Kanonir,Канонир
RU,Moskvich,Москвич
RU,Rossa
RU,Russo-Balt,Руссо-Балт
RU,Sollers
RU,Eonyx
RU,Flanker
RU,Evolute
RU,E-Mobil,Ё-мобиль
RU,Doninvest
RU,UAZ,УАЗ
RU,TREKOL,ТРЭКОЛ
RU,Tenet
RU,TagAZ,ТагАЗ
RU,UralAZ,УралАЗ
RU,Volgabus
RU,ZIL,ЗИЛ
RU,ZiS,ЗиС
RU,Marussia
RU,Xcite
SA,KSU Gazal-1
SA,Ceer Motors
RS,FAP
RS,FAS
RS,Ikarbus
RS,IMT
RS,Zastava
SI,Adria Mobil
SI,Revoz
